V4_0,time,time,uk-only,geography,cpih1dim1aggid,aggregate
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
97.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
104.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
95.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
97,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
101.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
98.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
97.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
102.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
97.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
103.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
102.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
98.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
101.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
98.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
98.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
99.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
99.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
100.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
104.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
132.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
101.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
99.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
97.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
103,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
99.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
99.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
100.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
101.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
98.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
99.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
99.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
98.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
96.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
100.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
98.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
102.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
100.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
110.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
98.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
99.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
98.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
97.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
80,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
87.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
98.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
98.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
103.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
105.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
108.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
103.1,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
99,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
98.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
102.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
102.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
100.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
98.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
99.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
97.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
97.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
100.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
99.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
101.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
98.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T100000,10 Education
99,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
99.5,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
98.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
102.8,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
99.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
99.6,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
98.2,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T60000,06 Health
100.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
98.3,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
100.7,Month,Nov-14,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1A0,Overall Index
103.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
99.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
100.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
102.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
99.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
102.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
97.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
102.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
103.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
100.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
98.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
99.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
99.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
100.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
98.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
100.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
99.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
98.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
95.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
100.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
97.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
100.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
103.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
97.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
97.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
97.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
100.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
102.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
99.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
100.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
99.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
99.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
100.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
102.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
99,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
100.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
102.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
100.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
105.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
96.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
98.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
97.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
102.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
103.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
102.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
100.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
100.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
99.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
100.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
97.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
89.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
99.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
101,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
98.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
99.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
100.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
94.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
100.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
99.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
98.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
100.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
98.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
100.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
96.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
100.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
101.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
82.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
92.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
100.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
101.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
99.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
94.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
93.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
102.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
101.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
101,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.3,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
102.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
101.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
104.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
100.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
100.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
99.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
103.4,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T100000,10 Education
100.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
100.7,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
100.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
102.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
100.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
99.9,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
99.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T60000,06 Health
98.2,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
101.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
100.6,Month,Nov-15,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
101.8,Month,Nov-16,K02000001,United Kingdom,cpih1dim1A0,Overall Index
107.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
97.3,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
95.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
103.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
104.8,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
99.7,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
101.4,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
104.7,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
109,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
99.7,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
100.2,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
95.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
106.7,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
104.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
101.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
102.2,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
103.4,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
101.2,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
97.4,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
103.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
101.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
99.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
98.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
97.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
101.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
101.3,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
102.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
102.8,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
98.2,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
103.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
99,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
101.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
103.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
95.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
102.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
99.8,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
106.3,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
106.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
99.4,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
107.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
98.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
95,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
99.3,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
96,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
97.1,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
105.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
94.4,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
96.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
100.6,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
